101004	Q0	clueweb12-0000wb-06-29427	1
101004	Q0	clueweb12-0000wb-20-07932	2
101004	Q0	clueweb12-0000wb-48-08896	1
101004	Q0	clueweb12-0000wb-84-05434	2
101004	Q0	clueweb12-0000wb-97-30058	1
101004	Q0	clueweb12-0001wb-00-16258	1
101004	Q0	clueweb12-0001wb-26-18929	2
101004	Q0	clueweb12-0001wb-27-08721	2
101004	Q0	clueweb12-0001wb-27-15040	2
101004	Q0	clueweb12-0001wb-40-32719	2
101004	Q0	clueweb12-0001wb-53-08246	2
101004	Q0	clueweb12-0001wb-53-08274	2
101004	Q0	clueweb12-0001wb-67-17238	2
101004	Q0	clueweb12-0001wb-96-00965	2
101004	Q0	clueweb12-0002wb-32-29632	1
101004	Q0	clueweb12-0002wb-37-24460	2
101004	Q0	clueweb12-0002wb-37-24474	2
101004	Q0	clueweb12-0002wb-50-09226	2
101004	Q0	clueweb12-0002wb-62-28672	2
101004	Q0	clueweb12-0002wb-92-17405	2
101004	Q0	clueweb12-0003wb-08-21330	2
101004	Q0	clueweb12-0003wb-16-33766	1
101004	Q0	clueweb12-0003wb-22-13583	1
101004	Q0	clueweb12-0003wb-33-25609	2
101004	Q0	clueweb12-0003wb-46-08232	2
101004	Q0	clueweb12-0003wb-60-27106	2
101004	Q0	clueweb12-0003wb-73-06369	2
101004	Q0	clueweb12-0004wb-04-27282	2
101004	Q0	clueweb12-0004wb-04-27296	2
101004	Q0	clueweb12-0004wb-13-03710	2
101004	Q0	clueweb12-0006wb-35-04267	1
101004	Q0	clueweb12-0007wb-15-01723	1
101004	Q0	clueweb12-0007wb-24-01007	1
101004	Q0	clueweb12-0007wb-78-26481	1
101004	Q0	clueweb12-0007wb-94-22095	1
101004	Q0	clueweb12-0008wb-76-27775	1
101004	Q0	clueweb12-0009wb-12-22579	2
101004	Q0	clueweb12-0009wb-13-28044	2
101004	Q0	clueweb12-0009wb-90-01610	1
101004	Q0	clueweb12-0010wb-43-04991	2
101004	Q0	clueweb12-0010wb-44-12056	1
101004	Q0	clueweb12-0011wb-58-20848	2
101004	Q0	clueweb12-0012wb-00-10802	2
101004	Q0	clueweb12-0012wb-83-02211	1
101004	Q0	clueweb12-0013wb-05-11634	2
101004	Q0	clueweb12-0013wb-41-12165	1
101004	Q0	clueweb12-0013wb-75-03627	1
101004	Q0	clueweb12-0100wb-69-05772	2
101004	Q0	clueweb12-0101wb-02-27991	1
101004	Q0	clueweb12-0101wb-57-23471	2
101004	Q0	clueweb12-0102wb-37-05770	2
101004	Q0	clueweb12-0102wb-41-19562	2
101004	Q0	clueweb12-0102wb-64-30218	2
101004	Q0	clueweb12-0103wb-12-18117	2
101004	Q0	clueweb12-0104wb-20-16103	2
101004	Q0	clueweb12-0105wb-05-32920	1
101004	Q0	clueweb12-0106wb-25-03822	1
101004	Q0	clueweb12-0107wb-20-31999	1
101004	Q0	clueweb12-0107wb-56-09795	1
101004	Q0	clueweb12-0108wb-32-14608	1
101004	Q0	clueweb12-0109wb-11-29718	2
101004	Q0	clueweb12-0109wb-73-13378	1
101004	Q0	clueweb12-0110wb-67-31948	2
101004	Q0	clueweb12-0110wb-79-31606	2
101004	Q0	clueweb12-0110wb-92-29343	1
101004	Q0	clueweb12-0111wb-27-03417	1
101004	Q0	clueweb12-0200wb-36-34248	1
101004	Q0	clueweb12-0200wb-53-17381	1
101004	Q0	clueweb12-0200wb-59-35455	1
101004	Q0	clueweb12-0200wb-68-12615	2
101004	Q0	clueweb12-0200wb-71-30497	2
101004	Q0	clueweb12-0200wb-78-31928	1
101004	Q0	clueweb12-0201wb-51-03319	2
101004	Q0	clueweb12-0201wb-69-10467	2
101004	Q0	clueweb12-0201wb-70-02650	2
101004	Q0	clueweb12-0202wb-40-17401	1
101004	Q0	clueweb12-0202wb-68-25463	2
101004	Q0	clueweb12-0202wb-93-29921	2
101004	Q0	clueweb12-0202wb-97-06792	1
101004	Q0	clueweb12-0203wb-00-12803	1
101004	Q0	clueweb12-0203wb-05-24144	2
101004	Q0	clueweb12-0203wb-14-03014	2
101004	Q0	clueweb12-0203wb-32-15744	2
101004	Q0	clueweb12-0203wb-41-02905	2
101004	Q0	clueweb12-0203wb-78-22543	2
101004	Q0	clueweb12-0204wb-00-11045	2
101004	Q0	clueweb12-0204wb-39-28799	1
101004	Q0	clueweb12-0204wb-40-03334	2
101004	Q0	clueweb12-0204wb-53-25834	2
101004	Q0	clueweb12-0204wb-62-02123	1
101004	Q0	clueweb12-0204wb-75-07368	1
101004	Q0	clueweb12-0204wb-87-00321	2
101004	Q0	clueweb12-0204wb-94-22402	2
101004	Q0	clueweb12-0205wb-38-20839	2
101004	Q0	clueweb12-0205wb-39-24148	1
101004	Q0	clueweb12-0205wb-45-04462	2
101004	Q0	clueweb12-0205wb-97-13007	1
101004	Q0	clueweb12-0206wb-07-27797	2
101004	Q0	clueweb12-0206wb-09-29976	2
101004	Q0	clueweb12-0206wb-40-12786	2
101004	Q0	clueweb12-0206wb-56-30217	2
101004	Q0	clueweb12-0206wb-70-20459	2
101004	Q0	clueweb12-0207wb-20-30449	2
101004	Q0	clueweb12-0207wb-32-19457	2
101004	Q0	clueweb12-0207wb-43-18429	2
101004	Q0	clueweb12-0207wb-59-21323	2
101004	Q0	clueweb12-0208wb-46-07987	1
101004	Q0	clueweb12-0208wb-52-07957	1
101004	Q0	clueweb12-0208wb-65-30896	2
101004	Q0	clueweb12-0208wb-73-26767	1
101004	Q0	clueweb12-0209wb-19-16552	2
101004	Q0	clueweb12-0209wb-37-00759	1
101004	Q0	clueweb12-0209wb-76-04721	1
101004	Q0	clueweb12-0209wb-87-14724	2
101004	Q0	clueweb12-0209wb-95-20707	2
101004	Q0	clueweb12-0210wb-18-32319	1
101004	Q0	clueweb12-0210wb-49-07451	1
101004	Q0	clueweb12-0211wb-14-02381	2
101004	Q0	clueweb12-0211wb-46-11574	1
101004	Q0	clueweb12-0300wb-43-29267	1
101004	Q0	clueweb12-0300wb-49-13659	1
101004	Q0	clueweb12-0301wb-67-09073	1
101004	Q0	clueweb12-0302wb-04-24386	2
101004	Q0	clueweb12-0302wb-08-13321	1
101004	Q0	clueweb12-0302wb-23-04993	1
101004	Q0	clueweb12-0302wb-32-17167	1
101004	Q0	clueweb12-0303wb-31-10191	1
101004	Q0	clueweb12-0303wb-47-15850	2
101004	Q0	clueweb12-0304wb-01-18530	2
101004	Q0	clueweb12-0304wb-11-15043	2
101004	Q0	clueweb12-0304wb-21-10698	2
101004	Q0	clueweb12-0304wb-28-20960	1
101004	Q0	clueweb12-0304wb-48-08762	2
101004	Q0	clueweb12-0304wb-56-24622	2
101004	Q0	clueweb12-0304wb-66-13314	2
101004	Q0	clueweb12-0304wb-78-16139	2
101004	Q0	clueweb12-0305wb-07-24534	1
101004	Q0	clueweb12-0305wb-18-00223	1
101004	Q0	clueweb12-0305wb-72-10818	1
101004	Q0	clueweb12-0305wb-92-06367	1
101004	Q0	clueweb12-0305wb-94-22253	2
101004	Q0	clueweb12-0306wb-77-07299	2
101004	Q0	clueweb12-0307wb-99-08954	2
101004	Q0	clueweb12-0308wb-27-15078	2
101004	Q0	clueweb12-0308wb-38-03455	2
101004	Q0	clueweb12-0308wb-89-03595	2
101004	Q0	clueweb12-0310wb-84-18522	2
101004	Q0	clueweb12-0311wb-35-25942	1
